order_id,tanggal_order,marketplace,produk_id,produk_nama,kategori,qty,harga_satuan,total_order,diskon,ongkir,status,refund_status,refund_amount
LAZ7553480116,2025-02-06,Lazada,P006,Maru Sneakers Hike,Outdoor,4,359000,1386394,49606,23299,Dikirim,Tidak Ada,0
ORD4398558101302386,2025-02-06,Shopee,P002,Maru Loafer Elegan,Formal,2,279000,521998,36002,20601,Dikirim,Tersedia,28804
TOP218169129457,2025-02-06,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,3,399000,1176247,20753,28636,Dikirim,Tidak Ada,0
ORD6929225788427872,2025-02-06,Shopee,P006,Maru Sneakers Hike,Outdoor,4,359000,1413026,22974,22723,Dikirim,Tidak Ada,0
ORD3648672550461027,2025-02-06,Shopee,P009,Maru Sneakers Olahraga,Olahraga,4,399000,1579524,16476,28994,Dikirim,Tidak Ada,0
TOP397403198049,2025-02-06,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,5,399000,1940703,54297,20422,Dikirim,Tidak Ada,0
ORD3977733225371938,2025-02-06,Shopee,P006,Maru Sneakers Hike,Outdoor,4,359000,1339717,96283,17336,Dikirim,Tidak Ada,0
LAZ0477239288,2025-02-06,Lazada,P006,Maru Sneakers Hike,Outdoor,5,359000,1794748,252,24776,Dikirim,Tidak Ada,0
ORD0264554131005235,2025-02-06,Shopee,P003,Maru Heels Profesional,Formal,1,389000,375863,13137,15259,Dikirim,Tersedia,4913
ORD8668007542453799,2025-02-06,Shopee,P004,Maru Flat Formal,Formal,3,199000,578387,18613,13652,Dikirim,Tidak Ada,0
LAZ8146911060,2025-02-06,Lazada,P002,Maru Loafer Elegan,Formal,5,279000,1360517,34483,23094,Dikirim,Tersedia,23917
ORD1110632384406659,2025-02-06,Shopee,P005,Maru Boots Petualangan,Outdoor,4,499000,1982832,13168,24068,Dikirim,Tidak Ada,0
ORD8852952263016623,2025-02-06,Shopee,P003,Maru Heels Profesional,Formal,2,389000,696974,81026,10929,Dikirim,Tidak Ada,0
ORD8242498611139160,2025-02-06,Shopee,P010,Maru Sport Flats,Olahraga,1,269000,265012,3988,28948,Dikirim,Tersedia,1207
ORD3381611927613938,2025-02-06,Shopee,P009,Maru Sneakers Olahraga,Olahraga,1,399000,353150,45850,19129,Dikirim,Tidak Ada,0
TOP391305508323,2025-02-06,Tokopedia,P007,Maru Sandal Malam,Formal,2,319000,600340,37660,13980,Dikirim,Tidak Ada,0
ORD9994236096301761,2025-02-07,Shopee,P007,Maru Sandal Malam,Formal,2,319000,629519,8481,21918,Dikirim,Tidak Ada,0
TOP022884111537,2025-02-07,Tokopedia,P003,Maru Heels Profesional,Formal,1,389000,356142,32858,26034,Dikirim,Tersedia,15127
LAZ2445824391,2025-02-07,Lazada,P009,Maru Sneakers Olahraga,Olahraga,1,399000,341614,57386,24979,Dikirim,Tidak Ada,0
ORD6056095565082433,2025-02-07,Shopee,P001,Maru Slip-On Kasual,Kasual,3,249000,728328,18672,23527,Dikirim,Tersedia,8451
BLI3427923700,2025-02-07,Blibli,P005,Maru Boots Petualangan,Outdoor,5,499000,2471717,23283,11050,Dikirim,Tersedia,879
BLI2387347827,2025-02-07,Blibli,P003,Maru Heels Profesional,Formal,4,389000,1464428,91572,11430,Dikirim,Tidak Ada,0
LAZ0884022252,2025-02-07,Lazada,P001,Maru Slip-On Kasual,Kasual,3,249000,704706,42294,28417,Dikirim,Tidak Ada,0
LAZ8737575974,2025-02-07,Lazada,P008,Maru Glam Heels,Formal,5,479000,2320394,74606,15618,Dikirim,Tersedia,12418
ORD3681925655637213,2025-02-07,Shopee,P004,Maru Flat Formal,Formal,1,199000,175967,23033,27251,Dikirim,Tersedia,19294
TOP206775142312,2025-02-07,Tokopedia,P006,Maru Sneakers Hike,Outdoor,1,359000,313162,45838,16100,Dikirim,Tersedia,23234
LAZ4929926981,2025-02-07,Lazada,P001,Maru Slip-On Kasual,Kasual,5,249000,1148514,96486,21088,Dikirim,Tidak Ada,0
TOP901811640144,2025-02-07,Tokopedia,P005,Maru Boots Petualangan,Outdoor,5,499000,2417985,77015,20210,Dikirim,Tidak Ada,0
ORD6182790374569120,2025-02-07,Shopee,P001,Maru Slip-On Kasual,Kasual,4,249000,901202,94798,19863,Dikirim,Tersedia,41574
ORD1133452444463282,2025-02-07,Shopee,P002,Maru Loafer Elegan,Formal,3,279000,762887,74113,25776,Dikirim,Tersedia,7977
ORD7283553821702720,2025-02-07,Shopee,P005,Maru Boots Petualangan,Outdoor,5,499000,2430387,64613,22036,Dikirim,Tersedia,25636
TOP493322543032,2025-02-07,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,1,399000,317084,81916,25358,Dikirim,Tidak Ada,0
ORD3695739488995604,2025-02-07,Shopee,P010,Maru Sport Flats,Olahraga,3,269000,773740,33260,26475,Dikirim,Tidak Ada,0
ORD8642589640151495,2025-02-07,Shopee,P007,Maru Sandal Malam,Formal,4,319000,1231117,44883,27648,Dikirim,Tidak Ada,0
ORD0193377830594148,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,5,389000,1924054,20946,14981,Dikirim,Tidak Ada,0
BLI3262824696,2025-02-07,Blibli,P004,Maru Flat Formal,Formal,1,199000,194911,4089,11639,Dikirim,Tidak Ada,0
TOP093688780360,2025-02-07,Tokopedia,P007,Maru Sandal Malam,Formal,2,319000,554053,83947,24865,Dikirim,Tidak Ada,0
LAZ0410642140,2025-02-07,Lazada,P006,Maru Sneakers Hike,Outdoor,4,359000,1373917,62083,11098,Dikirim,Tersedia,28592
TOP887642576545,2025-02-07,Tokopedia,P005,Maru Boots Petualangan,Outdoor,4,499000,1969145,26855,11308,Dikirim,Tidak Ada,0
ORD5316799866791944,2025-02-07,Shopee,P009,Maru Sneakers Olahraga,Olahraga,2,399000,700439,97561,28402,Dikirim,Tersedia,7849
BLI1969948244,2025-02-07,Blibli,P010,Maru Sport Flats,Olahraga,3,269000,792140,14860,13118,Dikirim,Tersedia,12582
TOP759373925766,2025-02-07,Tokopedia,P010,Maru Sport Flats,Olahraga,1,269000,207355,61645,17157,Dikirim,Tidak Ada,0
ORD4031449517761500,2025-02-07,Shopee,P008,Maru Glam Heels,Formal,3,479000,1342513,94487,23921,Dikirim,Tersedia,91229
ORD0905438796622389,2025-02-07,Shopee,P009,Maru Sneakers Olahraga,Olahraga,3,399000,1163990,33010,12692,Dikirim,Tersedia,2672
LAZ4218106136,2025-02-07,Lazada,P009,Maru Sneakers Olahraga,Olahraga,4,399000,1589041,6959,28001,Dikirim,Tidak Ada,0
ORD2819109020152966,2025-02-07,Shopee,P007,Maru Sandal Malam,Formal,4,319000,1223750,52250,19049,Dikirim,Tidak Ada,0
ORD2842100754057392,2025-02-07,Shopee,P001,Maru Slip-On Kasual,Kasual,2,249000,490938,7062,25137,Dikirim,Tidak Ada,0
BLI0174262072,2025-02-07,Blibli,P004,Maru Flat Formal,Formal,2,199000,370037,27963,25568,Dikirim,Tersedia,13
ORD8072560290083922,2025-02-07,Shopee,P007,Maru Sandal Malam,Formal,2,319000,595212,42788,16052,Dikirim,Tersedia,41064
ORD3798905609765000,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,1,389000,340175,48825,26494,Dikirim,Tersedia,34957
TOP131207308221,2025-02-07,Tokopedia,P003,Maru Heels Profesional,Formal,3,389000,1108095,58905,14506,Dikirim,Tersedia,24696
TOP621679435270,2025-02-07,Tokopedia,P004,Maru Flat Formal,Formal,2,199000,383225,14775,28012,Dikirim,Tersedia,492
LAZ2951837270,2025-02-07,Lazada,P005,Maru Boots Petualangan,Outdoor,5,499000,2449569,45431,19622,Dikirim,Tersedia,31857
TOP385661289182,2025-02-07,Tokopedia,P008,Maru Glam Heels,Formal,1,479000,437715,41285,16092,Dikirim,Tersedia,5299
LAZ1479340301,2025-02-07,Lazada,P002,Maru Loafer Elegan,Formal,4,279000,1049480,66520,22710,Dikirim,Tidak Ada,0
ORD7773746175285521,2025-02-07,Shopee,P007,Maru Sandal Malam,Formal,4,319000,1205584,70416,18348,Dikirim,Tidak Ada,0
ORD4480659046325453,2025-02-07,Shopee,P006,Maru Sneakers Hike,Outdoor,5,359000,1760783,34217,28524,Dikirim,Tidak Ada,0
ORD6647511399492250,2025-02-07,Shopee,P004,Maru Flat Formal,Formal,1,199000,129064,69936,11691,Dikirim,Tidak Ada,0
ORD0324138025461660,2025-02-07,Shopee,P007,Maru Sandal Malam,Formal,4,319000,1247805,28195,11646,Dikirim,Tersedia,393
ORD0330989903881768,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,1,389000,316841,72159,14520,Dikirim,Tersedia,2101
BLI9309362277,2025-02-07,Blibli,P008,Maru Glam Heels,Formal,2,479000,927302,30698,29407,Dikirim,Tersedia,25070
BLI6523929745,2025-02-07,Blibli,P003,Maru Heels Profesional,Formal,1,389000,328080,60920,22156,Dikirim,Tersedia,27913
LAZ5538490304,2025-02-07,Lazada,P008,Maru Glam Heels,Formal,2,479000,871729,86271,17144,Dikirim,Tidak Ada,0
ORD5776636036928028,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,5,389000,1845712,99288,11519,Dikirim,Tidak Ada,0
TOP197371433654,2025-02-07,Tokopedia,P010,Maru Sport Flats,Olahraga,4,269000,998448,77552,13266,Dikirim,Tidak Ada,0
ORD5541975890472484,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,5,389000,1855630,89370,20139,Dikirim,Tidak Ada,0
TOP032984741581,2025-02-07,Tokopedia,P002,Maru Loafer Elegan,Formal,2,279000,471407,86593,24569,Dikirim,Tersedia,31398
ORD9048642043613487,2025-02-07,Shopee,P010,Maru Sport Flats,Olahraga,1,269000,181172,87828,24790,Dikirim,Tersedia,56086
ORD0605816247955164,2025-02-07,Shopee,P002,Maru Loafer Elegan,Formal,3,279000,769373,67627,22755,Dikirim,Tersedia,55364
ORD0612004120893518,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,3,389000,1139512,27488,21253,Dikirim,Tidak Ada,0
TOP905389965110,2025-02-07,Tokopedia,P003,Maru Heels Profesional,Formal,2,389000,707822,70178,27920,Dikirim,Tidak Ada,0
BLI0573167548,2025-02-07,Blibli,P006,Maru Sneakers Hike,Outdoor,5,359000,1713761,81239,27515,Dikirim,Tidak Ada,0
ORD8914840686737129,2025-02-07,Shopee,P007,Maru Sandal Malam,Formal,2,319000,559832,78168,25105,Dikirim,Tersedia,46189
ORD2917141576722873,2025-02-07,Shopee,P008,Maru Glam Heels,Formal,2,479000,946181,11819,16670,Dikirim,Tersedia,1250
ORD8701044678254274,2025-02-07,Shopee,P005,Maru Boots Petualangan,Outdoor,4,499000,1952848,43152,21613,Dikirim,Tersedia,8817
ORD9560453949816000,2025-02-07,Shopee,P002,Maru Loafer Elegan,Formal,5,279000,1307742,87258,21226,Dikirim,Tidak Ada,0
ORD2752223807065615,2025-02-07,Shopee,P007,Maru Sandal Malam,Formal,5,319000,1514670,80330,12730,Dikirim,Tersedia,4850
ORD2612898670372435,2025-02-07,Shopee,P004,Maru Flat Formal,Formal,1,199000,191981,7019,24942,Dikirim,Tersedia,32
ORD1424216931819446,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,4,389000,1466910,89090,10868,Dikirim,Tidak Ada,0
TOP529161051275,2025-02-07,Tokopedia,P010,Maru Sport Flats,Olahraga,1,269000,221990,47010,10198,Dikirim,Tersedia,1190
ORD2647760074955457,2025-02-07,Shopee,P008,Maru Glam Heels,Formal,4,479000,1854961,61039,22711,Dikirim,Tidak Ada,0
LAZ2075811390,2025-02-07,Lazada,P002,Maru Loafer Elegan,Formal,5,279000,1321113,73887,18168,Dikirim,Tidak Ada,0
ORD8886680033488563,2025-02-07,Shopee,P008,Maru Glam Heels,Formal,1,479000,463723,15277,12966,Dikirim,Tidak Ada,0
ORD3940778644993937,2025-02-07,Shopee,P001,Maru Slip-On Kasual,Kasual,2,249000,408467,89533,19301,Dikirim,Tersedia,58782
LAZ2021278977,2025-02-07,Lazada,P009,Maru Sneakers Olahraga,Olahraga,4,399000,1519195,76805,18894,Dikirim,Tersedia,62472
LAZ2241853361,2025-02-07,Lazada,P006,Maru Sneakers Hike,Outdoor,5,359000,1765822,29178,28887,Dikirim,Tersedia,17440
ORD7562974042502775,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,1,389000,325986,63014,19684,Dikirim,Tidak Ada,0
TOP817052004025,2025-02-07,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,1,399000,325185,73815,21005,Dikirim,Tersedia,52590
LAZ5272807610,2025-02-07,Lazada,P006,Maru Sneakers Hike,Outdoor,4,359000,1395084,40916,18949,Dikirim,Tidak Ada,0
BLI6727153820,2025-02-07,Blibli,P010,Maru Sport Flats,Olahraga,2,269000,513237,24763,11132,Dikirim,Tersedia,20064
ORD6626737208010941,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,3,389000,1147090,19910,17086,Dikirim,Tidak Ada,0
BLI5787278422,2025-02-07,Blibli,P003,Maru Heels Profesional,Formal,4,389000,1500409,55591,16371,Dikirim,Tidak Ada,0
ORD6032027378593537,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,2,389000,700695,77305,15770,Dikirim,Tersedia,54994
LAZ4035453880,2025-02-07,Lazada,P005,Maru Boots Petualangan,Outdoor,4,499000,1975331,20669,22914,Dikirim,Tidak Ada,0
TOP337405230358,2025-02-07,Tokopedia,P002,Maru Loafer Elegan,Formal,4,279000,1063203,52797,19160,Dikirim,Tidak Ada,0
LAZ0754795827,2025-02-07,Lazada,P007,Maru Sandal Malam,Formal,2,319000,593783,44217,11412,Dikirim,Tersedia,8216
ORD9024959242503764,2025-02-07,Shopee,P009,Maru Sneakers Olahraga,Olahraga,4,399000,1582121,13879,20395,Dikirim,Tidak Ada,0
ORD2406299507765039,2025-02-07,Shopee,P010,Maru Sport Flats,Olahraga,4,269000,1010207,65793,21804,Dikirim,Tidak Ada,0
ORD1290578938570984,2025-02-07,Shopee,P007,Maru Sandal Malam,Formal,1,319000,240773,78227,21348,Dikirim,Tersedia,4618
ORD2380303186433548,2025-02-07,Shopee,P008,Maru Glam Heels,Formal,3,479000,1355693,81307,22964,Dikirim,Tidak Ada,0
ORD9095403021665021,2025-02-07,Shopee,P009,Maru Sneakers Olahraga,Olahraga,4,399000,1588724,7276,22094,Dikirim,Tidak Ada,0
TOP857197693988,2025-02-07,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,2,399000,707957,90043,11472,Dikirim,Tersedia,77726
LAZ4827247798,2025-02-07,Lazada,P010,Maru Sport Flats,Olahraga,3,269000,757000,50000,17625,Dikirim,Tidak Ada,0
LAZ9724860699,2025-02-07,Lazada,P001,Maru Slip-On Kasual,Kasual,4,249000,960116,35884,17569,Dikirim,Tidak Ada,0
ORD9365952791517782,2025-02-07,Shopee,P005,Maru Boots Petualangan,Outdoor,5,499000,2484681,10319,20464,Dikirim,Tersedia,4302
LAZ3626252293,2025-02-07,Lazada,P009,Maru Sneakers Olahraga,Olahraga,5,399000,1895309,99691,17298,Dikirim,Tersedia,20409
ORD6967073932473071,2025-02-07,Shopee,P008,Maru Glam Heels,Formal,2,479000,882540,75460,17061,Dikirim,Tidak Ada,0
ORD5202948982711509,2025-02-07,Shopee,P008,Maru Glam Heels,Formal,5,479000,2331590,63410,12644,Dikirim,Tidak Ada,0
ORD8016530087751425,2025-02-07,Shopee,P002,Maru Loafer Elegan,Formal,4,279000,1048298,67702,13463,Dikirim,Tidak Ada,0
LAZ5132103331,2025-02-07,Lazada,P003,Maru Heels Profesional,Formal,2,389000,690129,87871,28363,Dikirim,Tersedia,51557
ORD5247803924927962,2025-02-07,Shopee,P006,Maru Sneakers Hike,Outdoor,3,359000,1064063,12937,13381,Dikirim,Tidak Ada,0
TOP111512121938,2025-02-07,Tokopedia,P009,Maru Sneakers Olahraga,Olahraga,4,399000,1585299,10701,29656,Dikirim,Tidak Ada,0
ORD7434477227374988,2025-02-07,Shopee,P008,Maru Glam Heels,Formal,4,479000,1892520,23480,25244,Dikirim,Tersedia,6804
TOP314752263865,2025-02-07,Tokopedia,P005,Maru Boots Petualangan,Outdoor,1,499000,402153,96847,26687,Dikirim,Tersedia,40290
TOP930667277297,2025-02-07,Tokopedia,P003,Maru Heels Profesional,Formal,2,389000,775573,2427,17062,Dikirim,Tidak Ada,0
LAZ5829907411,2025-02-07,Lazada,P008,Maru Glam Heels,Formal,5,479000,2345334,49666,11546,Dikirim,Tidak Ada,0
TOP792176755012,2025-02-07,Tokopedia,P005,Maru Boots Petualangan,Outdoor,1,499000,403956,95044,29092,Dikirim,Tersedia,88917
ORD3346684651036349,2025-02-07,Shopee,P006,Maru Sneakers Hike,Outdoor,2,359000,642673,75327,28160,Dikirim,Tersedia,50056
BLI5595541047,2025-02-07,Blibli,P009,Maru Sneakers Olahraga,Olahraga,1,399000,371919,27081,11084,Dikirim,Tersedia,5640
ORD1692315955065853,2025-02-07,Shopee,P003,Maru Heels Profesional,Formal,1,389000,328516,60484,13796,Dikirim,Tersedia,24308
LAZ2996346616,2025-02-07,Lazada,P003,Maru Heels Profesional,Formal,4,389000,1505259,50741,24071,Dikirim,Tersedia,34900
TOP575648321227,2025-02-07,Tokopedia,P010,Maru Sport Flats,Olahraga,1,269000,190036,78964,17289,Dikirim,Tidak Ada,0
TOP951456860121,2025-02-07,Tokopedia,P008,Maru Glam Heels,Formal,3,479000,1407872,29128,23009,Dikirim,Tersedia,25892
TOP552268187711,2025-02-07,Tokopedia,P010,Maru Sport Flats,Olahraga,1,269000,198365,70635,16691,Dikirim,Tidak Ada,0
LAZ9756766967,2025-02-07,Lazada,P003,Maru Heels Profesional,Formal,3,389000,1068053,98947,15518,Dikirim,Tidak Ada,0
LAZ8609145896,2025-02-07,Lazada,P007,Maru Sandal Malam,Formal,2,319000,609689,28311,21052,Dikirim,Tidak Ada,0
ORD2766126533219027,2025-02-08,Shopee,P007,Maru Sandal Malam,Formal,5,319000,1506524,88476,26074,Dikirim,Tersedia,62378
BLI0672756127,2025-02-08,Blibli,P002,Maru Loafer Elegan,Formal,3,279000,814747,22253,10645,Dikirim,Tersedia,1224
BLI1796735731,2025-02-08,Blibli,P003,Maru Heels Profesional,Formal,1,389000,294814,94186,27230,Dikirim,Tersedia,59468
LAZ0947830199,2025-02-08,Lazada,P009,Maru Sneakers Olahraga,Olahraga,5,399000,1971441,23559,10621,Dikirim,Tersedia,6743
ORD3090691862807851,2025-02-08,Shopee,P002,Maru Loafer Elegan,Formal,1,279000,234405,44595,29405,Dikirim,Tidak Ada,0
ORD6599060537099589,2025-02-08,Shopee,P008,Maru Glam Heels,Formal,1,479000,468169,10831,13999,Dikirim,Tersedia,10508
ORD5262518383703836,2025-02-08,Shopee,P008,Maru Glam Heels,Formal,1,479000,462116,16884,28844,Dikirim,Tidak Ada,0
LAZ2391538446,2025-02-08,Lazada,P010,Maru Sport Flats,Olahraga,1,269000,268996,4,15014,Dikirim,Tidak Ada,0
ORD5130211342702197,2025-02-08,Shopee,P002,Maru Loafer Elegan,Formal,5,279000,1384849,10151,17765,Dikirim,Tidak Ada,0
TOP647226424384,2025-02-08,Tokopedia,P005,Maru Boots Petualangan,Outdoor,1,499000,445457,53543,23796,Dikirim,Tidak Ada,0
ORD9091599288199024,2025-02-08,Shopee,P008,Maru Glam Heels,Formal,5,479000,2308712,86288,16108,Dikirim,Tersedia,18325
ORD9465412485575255,2025-02-08,Shopee,P005,Maru Boots Petualangan,Outdoor,5,499000,2435983,59017,26451,Dikirim,Tersedia,51183
ORD9968695536234895,2025-02-08,Shopee,P002,Maru Loafer Elegan,Formal,4,279000,1105071,10929,25598,Dikirim,Tidak Ada,0
ORD4157567807308604,2025-02-08,Shopee,P005,Maru Boots Petualangan,Outdoor,3,499000,1411088,85912,26858,Dikirim,Tersedia,44204
TOP195894651518,2025-02-08,Tokopedia,P004,Maru Flat Formal,Formal,1,199000,178170,20830,26008,Dikirim,Tidak Ada,0
TOP114764945860,2025-02-08,Tokopedia,P006,Maru Sneakers Hike,Outdoor,1,359000,316201,42799,28106,Dikirim,Tersedia,24171
ORD9062977969935412,2025-02-08,Shopee,P003,Maru Heels Profesional,Formal,5,389000,1939790,5210,17610,Dikirim,Tidak Ada,0
TOP994510005114,2025-02-08,Tokopedia,P006,Maru Sneakers Hike,Outdoor,5,359000,1740945,54055,22536,Dikirim,Tersedia,19629
ORD8837572228666519,2025-02-08,Shopee,P006,Maru Sneakers Hike,Outdoor,1,359000,345569,13431,22142,Dikirim,Tersedia,11323
LAZ8081286723,2025-02-08,Lazada,P009,Maru Sneakers Olahraga,Olahraga,5,399000,1971772,23228,27809,Dikirim,Tersedia,13383
ORD4176591514295613,2025-02-08,Shopee,P008,Maru Glam Heels,Formal,4,479000,1850049,65951,13626,Dikirim,Tersedia,54919
LAZ6824998371,2025-02-08,Lazada,P009,Maru Sneakers Olahraga,Olahraga,4,399000,1535440,60560,17947,Dikirim,Tersedia,54977
LAZ8426873370,2025-02-08,Lazada,P006,Maru Sneakers Hike,Outdoor,5,359000,1752049,42951,26031,Dikirim,Tersedia,40301
LAZ8945974140,2025-02-08,Lazada,P001,Maru Slip-On Kasual,Kasual,1,249000,224240,24760,28357,Dikirim,Tidak Ada,0
TOP070056399237,2025-02-08,Tokopedia,P006,Maru Sneakers Hike,Outdoor,4,359000,1426898,9102,15789,Dikirim,Tersedia,5668
ORD7729344039400790,2025-02-08,Shopee,P009,Maru Sneakers Olahraga,Olahraga,5,399000,1933399,61601,15066,Dikirim,Tidak Ada,0
BLI7108859209,2025-02-08,Blibli,P004,Maru Flat Formal,Formal,5,199000,992865,2135,28384,Dikirim,Tidak Ada,0
TOP277316817144,2025-02-08,Tokopedia,P005,Maru Boots Petualangan,Outdoor,3,499000,1458496,38504,10881,Dikirim,Tidak Ada,0
LAZ4171033035,2025-02-08,Lazada,P007,Maru Sandal Malam,Formal,5,319000,1544704,50296,18071,Dikirim,Tersedia,49257
ORD4074832249899853,2025-02-08,Shopee,P002,Maru Loafer Elegan,Formal,2,279000,473848,84152,23553,Dikirim,Tersedia,38290
BLI1481079402,2025-02-08,Blibli,P008,Maru Glam Heels,Formal,4,479000,1899995,16005,28926,Dikirim,Tersedia,2774
BLI3081793946,2025-02-08,Blibli,P003,Maru Heels Profesional,Formal,1,389000,352411,36589,27900,Dikirim,Tersedia,22003
LAZ1683607273,2025-02-08,Lazada,P004,Maru Flat Formal,Formal,2,199000,387923,10077,25407,Dikirim,Tersedia,4386
ORD5031486398751569,2025-02-08,Shopee,P004,Maru Flat Formal,Formal,2,199000,318039,79961,21457,Dikirim,Tidak Ada,0
BLI6473500706,2025-02-08,Blibli,P004,Maru Flat Formal,Formal,3,199000,569409,27591,21794,Dikirim,Tersedia,15290
ORD4776880856592909,2025-02-08,Shopee,P001,Maru Slip-On Kasual,Kasual,1,249000,205350,43650,18266,Dikirim,Tersedia,29809
BLI5373036835,2025-02-08,Blibli,P004,Maru Flat Formal,Formal,2,199000,325400,72600,29564,Dikirim,Tersedia,22595
TOP915195217951,2025-02-08,Tokopedia,P006,Maru Sneakers Hike,Outdoor,5,359000,1712196,82804,27048,Dikirim,Tidak Ada,0
LAZ3382861636,2025-02-08,Lazada,P003,Maru Heels Profesional,Formal,4,389000,1468637,87363,28921,Dikirim,Tersedia,40594
TOP143445173849,2025-02-08,Tokopedia,P007,Maru Sandal Malam,Formal,3,319000,903772,53228,20072,Dikirim,Tidak Ada,0
ORD4507340395916827,2025-02-08,Shopee,P002,Maru Loafer Elegan,Formal,4,279000,1091838,24162,15972,Dikirim,Tersedia,10182
ORD3915486165869113,2025-02-08,Shopee,P002,Maru Loafer Elegan,Formal,5,279000,1311968,83032,13393,Dikirim,Tersedia,1272
ORD1579957809211296,2025-02-08,Shopee,P002,Maru Loafer Elegan,Formal,3,279000,742786,94214,16920,Dikirim,Tersedia,38236
ORD4900781436386976,2025-02-08,Shopee,P003,Maru Heels Profesional,Formal,2,389000,774603,3397,15420,Dikirim,Tidak Ada,0
LAZ8924943624,2025-02-08,Lazada,P009,Maru Sneakers Olahraga,Olahraga,2,399000,707896,90104,27654,Dikirim,Tidak Ada,0
LAZ4578918823,2025-02-08,Lazada,P008,Maru Glam Heels,Formal,1,479000,389702,89298,20998,Dikirim,Tersedia,88844
ORD0899150801509117,2025-02-08,Shopee,P010,Maru Sport Flats,Olahraga,3,269000,786166,20834,16773,Dikirim,Tidak Ada,0
ORD6278067612959038,2025-02-08,Shopee,P004,Maru Flat Formal,Formal,3,199000,538410,58590,17838,Dikirim,Tidak Ada,0
ORD9276788275172302,2025-02-08,Shopee,P005,Maru Boots Petualangan,Outdoor,2,499000,953930,44070,22005,Dikirim,Tersedia,29832
ORD3914951344455213,2025-02-08,Shopee,P006,Maru Sneakers Hike,Outdoor,1,359000,312326,46674,15947,Dikirim,Tidak Ada,0
ORD9581821359673181,2025-02-08,Shopee,P002,Maru Loafer Elegan,Formal,2,279000,500119,57881,21358,Dikirim,Tidak Ada,0
LAZ5724547340,2025-02-08,Lazada,P006,Maru Sneakers Hike,Outdoor,3,359000,1036931,40069,26614,Dikirim,Tersedia,28637
ORD5132731359604708,2025-02-08,Shopee,P003,Maru Heels Profesional,Formal,2,389000,714735,63265,19226,Dikirim,Tersedia,38430
ORD3151810545828255,2025-02-08,Shopee,P002,Maru Loafer Elegan,Formal,2,279000,528737,29263,13455,Dikirim,Tidak Ada,0
ORD6228982307369402,2025-02-08,Shopee,P006,Maru Sneakers Hike,Outdoor,3,359000,1061384,15616,10988,Dikirim,Tersedia,182
ORD5730955165799771,2025-02-08,Shopee,P006,Maru Sneakers Hike,Outdoor,5,359000,1697238,97762,10436,Dikirim,Tersedia,66060
TOP141838174867,2025-02-08,Tokopedia,P003,Maru Heels Profesional,Formal,1,389000,351480,37520,12806,Dikirim,Tersedia,3884
LAZ2970303840,2025-02-08,Lazada,P005,Maru Boots Petualangan,Outdoor,4,499000,1946327,49673,10451,Dikirim,Tidak Ada,0
ORD3305199170583961,2025-02-08,Shopee,P004,Maru Flat Formal,Formal,2,199000,310478,87522,13858,Dikirim,Tersedia,76358
TOP530953484882,2025-02-08,Tokopedia,P008,Maru Glam Heels,Formal,2,479000,924494,33506,11870,Dikirim,Tidak Ada,0
ORD7336181177522938,2025-02-08,Shopee,P010,Maru Sport Flats,Olahraga,3,269000,787357,19643,10182,Dikirim,Tersedia,12522
BLI3523447785,2025-02-08,Blibli,P010,Maru Sport Flats,Olahraga,3,269000,786233,20767,24826,Dikirim,Tidak Ada,0
LAZ9237310510,2025-02-08,Lazada,P007,Maru Sandal Malam,Formal,2,319000,637426,574,11565,Dikirim,Tersedia,51
ORD8743654770849595,2025-02-08,Shopee,P006,Maru Sneakers Hike,Outdoor,2,359000,674815,43185,15144,Dikirim,Tersedia,30678
ORD1934810461147696,2025-02-08,Shopee,P010,Maru Sport Flats,Olahraga,5,269000,1261756,83244,18756,Dikirim,Tidak Ada,0
TOP193063887625,2025-02-08,Tokopedia,P001,Maru Slip-On Kasual,Kasual,5,249000,1224546,20454,21454,Dikirim,Tidak Ada,0
ORD2318648319131839,2025-02-08,Shopee,P001,Maru Slip-On Kasual,Kasual,4,249000,916846,79154,11788,Dikirim,Tidak Ada,0
LAZ7387020468,2025-02-08,Lazada,P008,Maru Glam Heels,Formal,2,479000,935222,22778,24140,Dikirim,Tersedia,16245
ORD7665101791671661,2025-02-08,Shopee,P004,Maru Flat Formal,Formal,4,199000,702906,93094,16143,Dikirim,Tersedia,17307
ORD7499663792891780,2025-02-08,Shopee,P001,Maru Slip-On Kasual,Kasual,4,249000,950249,45751,11059,Dikirim,Tersedia,22514
